DrugsIDs	DrugsNames	Labels
DB12945	Dihydralazine	Cardiovascular Agents
DB12945	Dihydralazine	Cytochrome P-450 CYP1A2 Inhibitors
DB12945	Dihydralazine	Cytochrome P-450 CYP1A2 Substrates
DB12945	Dihydralazine	Cytochrome P-450 Enzyme Inhibitors
DB12946	8-cyclopentyl-1,3-dipropylxanthine	Alkaloids
DB12946	8-cyclopentyl-1,3-dipropylxanthine	Neurotransmitter Agents
DB12946	8-cyclopentyl-1,3-dipropylxanthine	Purines
DB12947	Doxifluridine	Antineoplastic Agents
DB12947	Doxifluridine	Carbohydrates
DB12947	Doxifluridine	Central Nervous System Agents
DB12947	Doxifluridine	Glycosides
DB12947	Doxifluridine	Immunologic Factors
DB12947	Doxifluridine	Immunosuppressive Agents
DB12947	Doxifluridine	Noxae
DB12947	Doxifluridine	Nucleic Acids, Nucleotides, and Nucleosides
DB12947	Doxifluridine	Nucleosides
DB12947	Doxifluridine	Pyrimidines
DB12947	Doxifluridine	Toxic Actions
DB12948	Didox	Amines
DB12948	Didox	Antineoplastic Agents
DB12948	Didox	Enzyme Inhibitors
DB12948	Didox	Hydroxy Acids
DB12951	Pivagabine	Acids, Acyclic
DB12951	Pivagabine	Amino Acids
DB12951	Pivagabine	Amino Acids, Peptides, and Proteins
DB12951	Pivagabine	Central Nervous System Depressants
DB12951	Pivagabine	Fatty Acids
DB12951	Pivagabine	Fatty Acids, Volatile
DB12951	Pivagabine	Lipids
DB12951	Pivagabine	Nervous System
DB12952	Methylprednisone	Cytochrome P-450 CYP3A Substrates
DB12952	Methylprednisone	Cytochrome P-450 CYP3A4 Substrates
DB12954	Terizidone	Antiinfectives for Systemic Use
DB12957	5-fluoro-2'-deoxycytidine	Carbohydrates
DB12957	5-fluoro-2'-deoxycytidine	Glycosides
DB12957	5-fluoro-2'-deoxycytidine	Nucleic Acids, Nucleotides, and Nucleosides
DB12957	5-fluoro-2'-deoxycytidine	Nucleosides
DB12957	5-fluoro-2'-deoxycytidine	Pyrimidines
DB12958	Prothipendyl	Central Nervous System Depressants
DB12958	Prothipendyl	Nervous System
DB12958	Prothipendyl	Neurotoxic agents
DB12958	Prothipendyl	Psycholeptics
DB12958	Prothipendyl	Sulfur Compounds
DB12961	Leukotriene B4	Biological Factors
DB12961	Leukotriene B4	Fatty Acids
DB12961	Leukotriene B4	Lipids
DB12962	CP-547632	Sulfur Compounds
DB12965	Silver	Dermatologicals
DB12967	Mitoguazone	Antineoplastic Agents
DB12967	Mitoguazone	Antineoplastic and Immunomodulating Agents
DB12967	Mitoguazone	Enzyme Inhibitors
DB12969	Methylinositol	Alcohols
DB12969	Methylinositol	Carbohydrates
DB12970	Levoglucose	Carbohydrates
DB12970	Levoglucose	Diet, Food, and Nutrition
DB12970	Levoglucose	Food and Beverages
DB12970	Levoglucose	Physiological Phenomena
DB12972	Sepranolone	Central Nervous System Agents
DB12972	Sepranolone	Pregnanes
DB12972	Sepranolone	Steroids
DB12973	Serlopitant	Neurotransmitter Agents
DB12974	Roniciclib	Sulfur Compounds
DB12975	Pyronaridine	Anti-Infective Agents
DB12976	Robatumumab	Amino Acids, Peptides, and Proteins
DB12976	Robatumumab	Antibodies
DB12976	Robatumumab	Blood Proteins
DB12976	Robatumumab	Globulins
DB12976	Robatumumab	Immunoglobulins
DB12976	Robatumumab	Immunoproteins
DB12976	Robatumumab	Proteins
DB12976	Robatumumab	Serum Globulins
DB12979	Nepicastat	Sulfur Compounds
DB12980	CHS-828	Acids
DB12980	CHS-828	Acids, Noncarboxylic
DB12980	CHS-828	Anions
DB12980	CHS-828	Electrolytes
DB12980	CHS-828	Ions
DB12981	XL-888	Acids, Carbocyclic
DB12981	XL-888	Aza Compounds
DB12982	Silicon	Diet, Food, and Nutrition
DB12982	Silicon	Food and Beverages
DB12982	Silicon	Physiological Phenomena
DB12984	Larotaxel	Cycloparaffins
DB12984	Larotaxel	Terpenes
DB12985	Quisinostat	Amines
DB12985	Quisinostat	Hydroxy Acids
DB12987	Penclomedine	Antineoplastic Agents
DB12987	Penclomedine	Pyridines
DB12988	LY-518674	Acids, Acyclic
DB12988	LY-518674	Fatty Acids
DB12988	LY-518674	Fatty Acids, Volatile
DB12988	LY-518674	Lipids
DB12989	Neosaxitoxin	Biological Factors
DB12989	Neosaxitoxin	Central Nervous System Depressants
DB12989	Neosaxitoxin	Peripheral Nervous System Agents
DB12989	Neosaxitoxin	Purines
DB12989	Neosaxitoxin	Toxic Actions
DB12991	Deoxyspergualin	Antineoplastic Agents
DB12991	Deoxyspergualin	Immunologic Factors
DB12991	Deoxyspergualin	Immunosuppressive Agents
DB12991	Deoxyspergualin	Protective Agents
DB12992	Bleomycin A6	Amino Acids, Peptides, and Proteins
DB12992	Bleomycin A6	Carbohydrates
DB12992	Bleomycin A6	Peptides
DB12996	Acteoside	Anti-Infective Agents
DB12996	Acteoside	Antineoplastic Agents
DB12996	Acteoside	Benzene Derivatives
DB12996	Acteoside	Carbohydrates
DB12996	Acteoside	Glycosides
DB12996	Acteoside	Immunologic Factors
DB12996	Acteoside	Immunosuppressive Agents
DB12996	Acteoside	Protective Agents
DB13001	Tinoridine	Agents causing hyperkalemia
DB13001	Tinoridine	Agents that produce hypertension
DB13001	Tinoridine	Analgesics
DB13001	Tinoridine	Analgesics, Non-Narcotic
DB13001	Tinoridine	Anti-Inflammatory Agents
DB13001	Tinoridine	Central Nervous System Agents
DB13001	Tinoridine	Nephrotoxic agents
DB13001	Tinoridine	Peripheral Nervous System Agents
DB13001	Tinoridine	Pyridines
DB13001	Tinoridine	Sensory System Agents
DB13001	Tinoridine	Sulfur Compounds
DB13003	Cortivazol	Adrenal Cortex Hormones
DB13003	Cortivazol	Anti-Inflammatory Agents
DB13003	Cortivazol	Hyperglycemia-Associated Agents
DB13003	Cortivazol	Immunosuppressive Agents
DB13003	Cortivazol	Pregnanes
DB13003	Cortivazol	Steroids
DB13006	Cibinetide	Amino Acids, Peptides, and Proteins
DB13006	Cibinetide	Peptides
DB13009	Carbendazim	Acids, Acyclic
DB13009	Carbendazim	Anti-Infective Agents
DB13009	Carbendazim	Noxae
DB13009	Carbendazim	Toxic Actions
DB13012	AQX-1125	Alcohols
DB13012	AQX-1125	Cycloparaffins
DB13012	AQX-1125	Lipids
DB13013	LFF-571	Sulfur Compounds
DB13014	Hypericin	Anti-Infective Agents
DB13014	Hypericin	Antineoplastic Agents
DB13014	Hypericin	Central Nervous System Agents
DB13014	Hypericin	Central Nervous System Depressants
DB13014	Hypericin	Enzyme Inhibitors
DB13014	Hypericin	Immunologic Factors
DB13014	Hypericin	Immunosuppressive Agents
DB13014	Hypericin	Psychotropic Drugs
DB13016	LY-2300559	Acids, Carbocyclic
DB13016	LY-2300559	Benzene Derivatives
DB13023	IPI-493	Amides
DB13023	IPI-493	Lactams
DB13024	MK-8245	Acids, Acyclic
DB13024	MK-8245	Fatty Acids
DB13024	MK-8245	Fatty Acids, Volatile
DB13024	MK-8245	Lipids
DB13025	Tiapride	Acids, Carbocyclic
DB13025	Tiapride	Amides
DB13025	Tiapride	Amines
DB13025	Tiapride	Benzene Derivatives
DB13025	Tiapride	Benzoates
DB13025	Tiapride	Central Nervous System Agents
DB13025	Tiapride	Central Nervous System Depressants
DB13025	Tiapride	Nervous System
DB13025	Tiapride	Neurotoxic agents
DB13025	Tiapride	Neurotransmitter Agents
DB13025	Tiapride	Psycholeptics
DB13025	Tiapride	Psychotropic Drugs
DB13026	Ornidazole	Anti-Infective Agents
DB13026	Ornidazole	Antibacterials for Systemic Use
DB13026	Ornidazole	Antiinfectives for Systemic Use
DB13026	Ornidazole	Genito Urinary System and Sex Hormones
DB13027	Tucaresol	Acids, Carbocyclic
DB13027	Tucaresol	Benzene Derivatives
DB13028	Biapenem	Amides
DB13028	Biapenem	Anti-Bacterial Agents
DB13028	Biapenem	Anti-Infective Agents
DB13028	Biapenem	Antibacterials for Systemic Use
DB13028	Biapenem	Antiinfectives for Systemic Use
DB13028	Biapenem	Aza Compounds
DB13028	Biapenem	Azabicyclo Compounds
DB13028	Biapenem	Lactams
DB13028	Biapenem	Sulfur Compounds
DB13029	MK-0873	Enzyme Inhibitors
DB13030	2'-fluoro-5-ethylarabinosyluracil	Carbohydrates
DB13030	2'-fluoro-5-ethylarabinosyluracil	Glycosides
DB13030	2'-fluoro-5-ethylarabinosyluracil	Nucleic Acids, Nucleotides, and Nucleosides
DB13030	2'-fluoro-5-ethylarabinosyluracil	Nucleosides
DB13030	2'-fluoro-5-ethylarabinosyluracil	Pyrimidines
DB13033	Urocortin-2	Amino Acids, Peptides, and Proteins
DB13033	Urocortin-2	Hormones
DB13033	Urocortin-2	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13033	Urocortin-2	Peptides
DB13033	Urocortin-2	Proteins
DB13036	Ramatroban	Amides
DB13036	Ramatroban	Hematologic Agents
DB13036	Ramatroban	Sulfones
DB13036	Ramatroban	Sulfur Compounds
DB13038	Glyceryl Trioleate	Lipids
DB13039	Aminaphthone	Acids, Carbocyclic
DB13039	Aminaphthone	Benzene Derivatives
DB13039	Aminaphthone	Benzoates
DB13039	Aminaphthone	Hematologic Agents
DB13042	Fenoverine	Alimentary Tract and Metabolism
DB13042	Fenoverine	Autonomic Agents
DB13042	Fenoverine	Peripheral Nervous System Agents
DB13042	Fenoverine	Sulfur Compounds
DB13044	Gossypol	Adrenal Cortex Hormones
DB13044	Gossypol	Terpenes
DB13045	Racotumomab	Amino Acids, Peptides, and Proteins
DB13045	Racotumomab	Antibodies
DB13045	Racotumomab	Blood Proteins
DB13045	Racotumomab	Globulins
DB13045	Racotumomab	Immunoglobulins
DB13045	Racotumomab	Immunoproteins
DB13045	Racotumomab	Proteins
DB13045	Racotumomab	Serum Globulins
DB13049	Lobaplatin	Cycloparaffins
DB13050	Tirilazad	Central Nervous System Agents
DB13050	Tirilazad	Nervous System
DB13050	Tirilazad	Pregnanes
DB13050	Tirilazad	Protective Agents
DB13050	Tirilazad	Steroids
DB13051	CH-5132799	Amides
DB13051	CH-5132799	Sulfones
DB13051	CH-5132799	Sulfur Compounds
DB13052	Upamostat	Amides
DB13052	Upamostat	Sulfones
DB13052	Upamostat	Sulfur Compounds
DB13053	CP-195543	Pyrans
DB13056	Irsogladine	Antineoplastic Agents
DB13056	Irsogladine	Gastrointestinal Agents
DB13056	Irsogladine	Protective Agents
DB13058	Methanesulfonyl Fluoride	Enzyme Inhibitors
DB13058	Methanesulfonyl Fluoride	Neurotransmitter Agents
DB13058	Methanesulfonyl Fluoride	Sulfur Compounds
DB13062	ME-344	Pyrans
DB13063	Parthenolide	Analgesics
DB13063	Parthenolide	Analgesics, Non-Narcotic
DB13063	Parthenolide	Anti-Inflammatory Agents
DB13063	Parthenolide	Cell-mediated Immunity
DB13063	Parthenolide	Central Nervous System Agents
DB13063	Parthenolide	Increased Histamine Release
DB13063	Parthenolide	Peripheral Nervous System Agents
DB13063	Parthenolide	Sensory System Agents
DB13063	Parthenolide	Terpenes
DB13064	Tramazoline	Agents producing tachycardia
DB13064	Tramazoline	Agents that produce hypertension
DB13064	Tramazoline	Autonomic Agents
DB13064	Tramazoline	Peripheral Nervous System Agents
DB13065	LY-2811376	Sulfur Compounds
DB13066	Liarozole	Antineoplastic Agents
DB13066	Liarozole	Dermatologicals
DB13066	Liarozole	Enzyme Inhibitors
DB13066	Liarozole	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13067	Rotigaptide	Amino Acids, Peptides, and Proteins
DB13067	Rotigaptide	Peptides
DB13068	9-(N-methyl-L-isoleucine)-cyclosporin A	Amino Acids, Peptides, and Proteins
DB13068	9-(N-methyl-L-isoleucine)-cyclosporin A	Immunosuppressive Agents
DB13068	9-(N-methyl-L-isoleucine)-cyclosporin A	Peptides
DB13069	Nimustine	Antineoplastic Agents
DB13069	Nimustine	Antineoplastic and Immunomodulating Agents
DB13070	Surinabant	Agents producing tachycardia
DB13070	Surinabant	Hormones
DB13070	Surinabant	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13070	Surinabant	Neurotransmitter Agents
DB13074	Macimorelin	Amino Acids
DB13074	Macimorelin	Amino Acids, Peptides, and Proteins
DB13074	Macimorelin	Cytochrome P-450 CYP3A Substrates
DB13074	Macimorelin	Cytochrome P-450 CYP3A4 Substrates
DB13074	Macimorelin	Peptides
DB13074	Macimorelin	QTc Prolonging Agents
DB13075	Menaquinone 7	Hematologic Agents
DB13075	Menaquinone 7	Terpenes
DB13076	Yttrium Y-90	Acids, Acyclic
DB13076	Yttrium Y-90	Anti-Inflammatory Agents
DB13082	Nefiracetam	Central Nervous System Agents
DB13082	Nefiracetam	Central Nervous System Depressants
DB13082	Nefiracetam	Protective Agents
DB13082	Nefiracetam	Psychotropic Drugs
DB13083	Talarozole	Cytochrome P-450 Enzyme Inhibitors
DB13083	Talarozole	Enzyme Inhibitors
DB13083	Talarozole	Sulfur Compounds
DB13084	Pyritinol	Nervous System
DB13084	Pyritinol	Pyridines
DB13086	SCYX-7158	Acids, Carbocyclic
DB13086	SCYX-7158	Amides
DB13086	SCYX-7158	Benzene Derivatives
DB13086	SCYX-7158	Benzoates
DB13089	Enoxolone	Anti-Inflammatory Agents
DB13089	Enoxolone	Dermatologicals
DB13089	Enoxolone	Terpenes
DB13091	Tiropramide	Alimentary Tract and Metabolism
DB13091	Tiropramide	Amino Acids
DB13091	Tiropramide	Amino Acids, Peptides, and Proteins
DB13091	Tiropramide	Autonomic Agents
DB13091	Tiropramide	Peripheral Nervous System Agents
DB13092	Meclocycline	Anti-Bacterial Agents
DB13092	Meclocycline	Anti-Infective Agents
DB13092	Meclocycline	Dermatologicals
DB13093	TAK-593	Aza Compounds
DB13096	Gacyclidine	Central Nervous System Agents
DB13096	Gacyclidine	Cycloparaffins
DB13096	Gacyclidine	Neurotransmitter Agents
DB13096	Gacyclidine	Protective Agents
DB13097	1alpha-Hydroxyvitamin D5	Lipids
DB13097	1alpha-Hydroxyvitamin D5	Steroids
DB13098	CT-2584	Alkaloids
DB13098	CT-2584	Purines
DB13099	Valnoctamide	Central Nervous System Depressants
DB13099	Valnoctamide	Nervous System
DB13099	Valnoctamide	Psycholeptics
DB13103	GPX-150	Carbohydrates
DB13103	GPX-150	Glycosides
DB13105	Resolvin E1	Biological Factors
DB13105	Resolvin E1	Diet, Food, and Nutrition
DB13105	Resolvin E1	Fatty Acids
DB13105	Resolvin E1	Food and Beverages
DB13105	Resolvin E1	Lipids
DB13105	Resolvin E1	Physiological Phenomena
DB13106	Glycovir	Acids, Acyclic
DB13106	Glycovir	Fatty Acids
DB13106	Glycovir	Fatty Acids, Volatile
DB13106	Glycovir	Lipids
DB13107	QGC-001	Acids
DB13107	QGC-001	Acids, Noncarboxylic
DB13107	QGC-001	Anions
DB13107	QGC-001	Electrolytes
DB13107	QGC-001	Ions
DB13107	QGC-001	Sulfur Compounds
DB13108	Mephedrone	Agents producing tachycardia
DB13108	Mephedrone	Agents that produce hypertension
DB13108	Mephedrone	Amines
DB13108	Mephedrone	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13111	Chromanol	Protective Agents
DB13111	Chromanol	Pyrans
DB13114	Amitriptylinoxide	Agents that produce hypertension
DB13114	Amitriptylinoxide	Agents that reduce seizure threshold
DB13114	Amitriptylinoxide	Central Nervous System Depressants
DB13114	Amitriptylinoxide	Neurotoxic agents
DB13114	Amitriptylinoxide	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13115	Saroglitazar	Acids, Carbocyclic
DB13116	Norflurane	Central Nervous System Agents
DB13116	Norflurane	Complex Mixtures
DB13120	Deferitazole	Sulfur Compounds
DB13122	Trabodenoson	Acids
DB13122	Trabodenoson	Acids, Noncarboxylic
DB13122	Trabodenoson	Anions
DB13122	Trabodenoson	Carbohydrates
DB13122	Trabodenoson	Electrolytes
DB13122	Trabodenoson	Glycosides
DB13122	Trabodenoson	Ions
DB13122	Trabodenoson	Nucleic Acids, Nucleotides, and Nucleosides
DB13122	Trabodenoson	Nucleosides
DB13122	Trabodenoson	Purines
DB13124	Troxerutin	Hematologic Agents
DB13124	Troxerutin	Pyrans
DB13125	Lusutrombopag	P-glycoprotein/ABCB1 Inhibitors
DB13125	Lusutrombopag	P-glycoprotein/ABCB1 Substrates
DB13127	Olokizumab	Amino Acids, Peptides, and Proteins
DB13127	Olokizumab	Antibodies
DB13127	Olokizumab	Antibodies, Monoclonal
DB13127	Olokizumab	Blood Proteins
DB13127	Olokizumab	Globulins
DB13127	Olokizumab	Immunoglobulins
DB13127	Olokizumab	Immunoproteins
DB13127	Olokizumab	Proteins
DB13127	Olokizumab	Serum Globulins
DB13128	Sizofiran	Antineoplastic Agents
DB13128	Sizofiran	Biomedical and Dental Materials
DB13128	Sizofiran	Carbohydrates
DB13128	Sizofiran	Immunologic Factors
DB13129	Trimegestone	Genito Urinary System and Sex Hormones
DB13129	Trimegestone	Steroids
DB13131	Serrapeptase	Analgesics
DB13131	Serrapeptase	Analgesics, Non-Narcotic
DB13131	Serrapeptase	Anti-Inflammatory Agents
DB13131	Serrapeptase	Central Nervous System Agents
DB13131	Serrapeptase	Enzymes and Coenzymes
DB13131	Serrapeptase	Peripheral Nervous System Agents
DB13131	Serrapeptase	Sensory System Agents
DB13132	Artemisinin	Anions
DB13132	Artemisinin	Anti-Infective Agents
DB13132	Artemisinin	Electrolytes
DB13132	Artemisinin	Ions
DB13132	Artemisinin	Terpenes
DB13133	Von Willebrand Factor Human	Amino Acids, Peptides, and Proteins
DB13133	Von Willebrand Factor Human	Biological Factors
DB13133	Von Willebrand Factor Human	Blood and Blood Forming Organs
DB13133	Von Willebrand Factor Human	Blood Proteins
DB13133	Von Willebrand Factor Human	Proteins
DB13135	AGN-201904	Pyridines
DB13135	AGN-201904	Sulfur Compounds
DB13136	Fluindione	Blood and Blood Forming Organs
DB13136	Fluindione	Cytochrome P-450 CYP2C9 Substrates
DB13136	Fluindione	Cytochrome P-450 CYP3A Substrates
DB13136	Fluindione	Cytochrome P-450 CYP3A4 Substrates
DB13136	Fluindione	Hematologic Agents
DB13137	PM-060184	Pyrans
DB13139	Levosalbutamol	Agents producing tachycardia
DB13139	Levosalbutamol	Agents that produce hypertension
DB13139	Levosalbutamol	Alcohols
DB13139	Levosalbutamol	Amines
DB13139	Levosalbutamol	Amino Alcohols
DB13139	Levosalbutamol	Cytochrome P-450 CYP2D6 Inhibitors
DB13139	Levosalbutamol	Cytochrome P-450 CYP3A Inhibitors
DB13139	Levosalbutamol	Cytochrome P-450 CYP3A4 Inhibitors
DB13139	Levosalbutamol	Cytochrome P-450 Enzyme Inhibitors
DB13141	Ambroxol acefyllinate	Alkaloids
DB13141	Ambroxol acefyllinate	Amines
DB13141	Ambroxol acefyllinate	Cycloparaffins
DB13141	Ambroxol acefyllinate	Purines
DB13142	Calcium glubionate	Alimentary Tract and Metabolism
DB13142	Calcium glubionate	Carbohydrates
DB13143	Methallenestril	Genito Urinary System and Sex Hormones
DB13144	Lenograstim	Amino Acids, Peptides, and Proteins
DB13144	Lenograstim	Antineoplastic and Immunomodulating Agents
DB13144	Lenograstim	Biological Factors
DB13144	Lenograstim	Carbohydrates
DB13144	Lenograstim	Immunologic Factors
DB13144	Lenograstim	Peptides
DB13144	Lenograstim	Proteins
DB13145	Nedaplatin	Antineoplastic Agents
DB13146	Fluciclovine (18F)	Amino Acids, Peptides, and Proteins
DB13146	Fluciclovine (18F)	Cycloparaffins
DB13146	Fluciclovine (18F)	P-glycoprotein/ABCB1 Substrates
DB13148	Coagulation factor X human	Amino Acids, Peptides, and Proteins
DB13148	Coagulation factor X human	Biological Factors
DB13148	Coagulation factor X human	Blood and Blood Forming Organs
DB13148	Coagulation factor X human	Blood Proteins
DB13148	Coagulation factor X human	Proteins
DB13149	Protein S human	Amino Acids, Peptides, and Proteins
DB13149	Protein S human	Biological Factors
DB13149	Protein S human	Blood Proteins
DB13149	Protein S human	Carbohydrates
DB13149	Protein S human	Hematologic Agents
DB13149	Protein S human	Proteins
DB13150	Coagulation factor VII human	Amino Acids, Peptides, and Proteins
DB13150	Coagulation factor VII human	Biological Factors
DB13150	Coagulation factor VII human	Blood Proteins
DB13150	Coagulation factor VII human	Proteins
DB13151	Anti-inhibitor coagulant complex	Blood and Blood Forming Organs
DB13153	Levomenol	Complex Mixtures
DB13153	Levomenol	Lipids
DB13153	Levomenol	Terpenes
DB13154	Parachlorophenol	Anti-Infective Agents
DB13154	Parachlorophenol	Benzene Derivatives
DB13154	Parachlorophenol	Phenols
DB13155	Esculin	Carbohydrates
DB13155	Esculin	Glycosides
DB13155	Esculin	Pyrans
DB13156	Inosine pranobex	Amides
DB13156	Inosine pranobex	Anti-Infective Agents
DB13156	Inosine pranobex	Antiinfectives for Systemic Use
DB13156	Inosine pranobex	Carbohydrates
DB13156	Inosine pranobex	Glycosides
DB13156	Inosine pranobex	Immunologic Factors
DB13156	Inosine pranobex	Nucleic Acids, Nucleotides, and Nucleosides
DB13156	Inosine pranobex	Nucleosides
DB13156	Inosine pranobex	Purines
DB13157	Sodium lauryl sulfoacetate	Alimentary Tract and Metabolism
DB13158	Clobetasone	Adrenal Cortex Hormones
DB13158	Clobetasone	Anti-Inflammatory Agents
DB13158	Clobetasone	Cytochrome P-450 CYP3A Substrates
DB13158	Clobetasone	Cytochrome P-450 CYP3A4 Substrates
DB13158	Clobetasone	Dermatologicals
DB13158	Clobetasone	Hormones
DB13158	Clobetasone	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13158	Clobetasone	Immunosuppressive Agents
DB13158	Clobetasone	Ophthalmologicals
DB13158	Clobetasone	Pregnanes
DB13158	Clobetasone	Sensory Organs
DB13158	Clobetasone	Steroids
DB13160	Alphaprodine	Analgesics
DB13160	Alphaprodine	Central Nervous System Agents
DB13160	Alphaprodine	Central Nervous System Depressants
DB13160	Alphaprodine	Peripheral Nervous System Agents
DB13160	Alphaprodine	Sensory System Agents
DB13160	Alphaprodine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13161	Nusinersen	Carbohydrates
DB13161	Nusinersen	Glycosides
DB13161	Nusinersen	Nucleic Acids, Nucleotides, and Nucleosides
DB13163	Terpin hydrate	Alcohols
DB13163	Terpin hydrate	Cycloparaffins
DB13163	Terpin hydrate	Lipids
DB13163	Terpin hydrate	Respiratory System Agents
DB13163	Terpin hydrate	Terpenes
DB13165	Ripasudil	Amides
DB13165	Ripasudil	Sulfones
DB13165	Ripasudil	Sulfur Compounds
DB13166	Zofenopril	Acids, Acyclic
DB13166	Zofenopril	Agents causing hyperkalemia
DB13166	Zofenopril	Agents that produce hypertension
DB13166	Zofenopril	Amino Acids
DB13166	Zofenopril	Amino Acids, Peptides, and Proteins
DB13166	Zofenopril	Antihypertensive Agents
DB13166	Zofenopril	Cardiovascular Agents
DB13166	Zofenopril	Enzyme Inhibitors
DB13167	Alclofenac	Acids, Carbocyclic
DB13167	Alclofenac	Agents causing hyperkalemia
DB13167	Alclofenac	Agents that produce hypertension
DB13167	Alclofenac	Analgesics
DB13167	Alclofenac	Analgesics, Non-Narcotic
DB13167	Alclofenac	Anti-Inflammatory Agents
DB13167	Alclofenac	Central Nervous System Agents
DB13167	Alclofenac	Musculo-Skeletal System
DB13167	Alclofenac	Nephrotoxic agents
DB13167	Alclofenac	Peripheral Nervous System Agents
DB13167	Alclofenac	Sensory System Agents
DB13168	Omega-6 fatty acids	Fatty Acids
DB13168	Omega-6 fatty acids	Lipids
DB13169	Nandrolone	Alimentary Tract and Metabolism
DB13169	Nandrolone	Hormones
DB13169	Nandrolone	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13169	Nandrolone	Ophthalmologicals
DB13169	Nandrolone	Sensory Organs
DB13169	Nandrolone	Steroids
DB13170	Plecanatide	Amino Acids, Peptides, and Proteins
DB13170	Plecanatide	Hormones
DB13170	Plecanatide	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13170	Plecanatide	Peptides
DB13171	Glyceryl 1-oleate	Lipids
DB13172	Tunicamycin	Anti-Bacterial Agents
DB13172	Tunicamycin	Anti-Infective Agents
DB13172	Tunicamycin	Carbohydrates
DB13172	Tunicamycin	Glycosides
DB13172	Tunicamycin	Nucleic Acids, Nucleotides, and Nucleosides
DB13172	Tunicamycin	Nucleosides
DB13172	Tunicamycin	Pyrimidines
DB13173	Cerliponase alfa	P-glycoprotein/ABCB1 Substrates
DB13174	Rhein	Cytochrome P-450 CYP1A2 Inhibitors
DB13174	Rhein	Cytochrome P-450 CYP2C9 Inhibitors
DB13174	Rhein	Cytochrome P-450 CYP2D6 Inhibitors
DB13174	Rhein	Cytochrome P-450 Enzyme Inhibitors
DB13174	Rhein	Enzyme Inhibitors
DB13178	Inositol	Alcohols
DB13178	Inositol	Alimentary Tract and Metabolism
DB13178	Inositol	Carbohydrates
DB13178	Inositol	Diet, Food, and Nutrition
DB13178	Inositol	Food and Beverages
DB13178	Inositol	Physiological Phenomena
DB13179	Troleandomycin	Anti-Bacterial Agents
DB13179	Troleandomycin	Anti-Infective Agents
DB13179	Troleandomycin	Antibacterials for Systemic Use
DB13179	Troleandomycin	Antiinfectives for Systemic Use
DB13179	Troleandomycin	Cytochrome P-450 CYP2C8 Inhibitors
DB13179	Troleandomycin	Cytochrome P-450 CYP3A Inhibitors
DB13179	Troleandomycin	Cytochrome P-450 CYP3A Substrates
DB13179	Troleandomycin	Cytochrome P-450 CYP3A4 Inhibitors
DB13179	Troleandomycin	Cytochrome P-450 CYP3A4 Substrates
DB13179	Troleandomycin	Cytochrome P-450 Enzyme Inhibitors
DB13179	Troleandomycin	P-glycoprotein/ABCB1 Inhibitors
DB13180	Gluconic Acid	Acids, Acyclic
DB13180	Gluconic Acid	Carbohydrates
DB13180	Gluconic Acid	Hydroxy Acids
DB13181	Methylbenactyzium	Amines
DB13182	Daidzein	Antineoplastic Agents
DB13182	Daidzein	Enzyme Inhibitors
DB13182	Daidzein	Hormones
DB13182	Daidzein	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13182	Daidzein	Pyrans
DB13185	Oxabolone cipionate	Alimentary Tract and Metabolism
DB13185	Oxabolone cipionate	Hormones
DB13185	Oxabolone cipionate	Hormones, Hormone Substitutes, and Hormone Antagonists
DB13185	Oxabolone cipionate	Steroids
DB13191	Phosphocreatine	Amino Acids
DB13191	Phosphocreatine	Amino Acids, Peptides, and Proteins
DB13191	Phosphocreatine	Cardiovascular Agents
DB13191	Phosphocreatine	Protective Agents
DB13192	Antihemophilic factor human	Amino Acids, Peptides, and Proteins
DB13192	Antihemophilic factor human	Biological Factors
DB13192	Antihemophilic factor human	Blood and Blood Forming Organs
DB13192	Antihemophilic factor human	Blood Proteins
DB13192	Antihemophilic factor human	Proteins
DB13193	Vitex agnus-castus fruit extract	Genito Urinary System and Sex Hormones
DB13196	Valerian	Central Nervous System Depressants
DB13196	Valerian	Nervous System
DB13196	Valerian	Psycholeptics
DB13198	Pepsin	Alimentary Tract and Metabolism
DB13198	Pepsin	Enzymes and Coenzymes
DB13198	Pepsin	Gastrointestinal Agents
DB13200	Lipegfilgrastim	Amino Acids, Peptides, and Proteins
DB13200	Lipegfilgrastim	Antineoplastic and Immunomodulating Agents
DB13200	Lipegfilgrastim	Biological Factors
DB13200	Lipegfilgrastim	Carbohydrates
DB13200	Lipegfilgrastim	Peptides
DB13200	Lipegfilgrastim	Proteins
DB13201	Trenonacog alfa	Amino Acids, Peptides, and Proteins
DB13201	Trenonacog alfa	Biological Factors
DB13201	Trenonacog alfa	Blood and Blood Forming Organs
DB13201	Trenonacog alfa	Blood Proteins
DB13201	Trenonacog alfa	Proteins
DB13202	Piprozolin	Alimentary Tract and Metabolism
